date,retweet,text,author
2016-09-26,False,Lets do this. #DebateNight,HillaryClinton
2016-09-26,False,"No matter what Donald says at tonights debate, we already know the real Trump.Follow @TheBriefing2016 for the facts. #DebateNight",HillaryClinton
2016-09-26,False,You didnt blame Little John or Meat Loaf. You fired Gary Busey.These are the kinds of decisions that would keep me up at night.,HillaryClinton
2016-09-26,False,Watch this before you watch tonights debate. #DebateNight,HillaryClinton
2016-09-26,False,Trump told 31 outright lies just last week.Keep him honest at tonights debate Follow @TheBriefing2016 to get the facts. #DebateNight,HillaryClinton
2016-09-26,False,These headlines on Trumps lies are from just one week of his campaign.Imagine four years of his presidency.,HillaryClinton
2016-09-26,False,A reminder heading into tonights debate. #DebateNight,HillaryClinton
2016-09-26,False,Our daughters deserve better.,HillaryClinton
2016-09-26,False,Not a single living president has endorsed Donald Trump.http//hrc.io/2dtsbE1,HillaryClinton
2016-09-26,False,Trump cant win tonights debate by lying to the American people.,HillaryClinton
2016-09-26,False,RT this if youve got Hillarys back tonight. #Debates2016,HillaryClinton
2016-09-25,False,"Today, the sacrifices of Gold Star families weigh heavier on my mind. Thank you. I will fight to get you the care  benefits you deserve. H",HillaryClinton
2016-09-25,False,"59 years ago, 9 brave students integrated Central High School, changing the course of history. Lets recommit to finishing their work. H",HillaryClinton
2016-09-25,False,Imagine Donald Trump sitting in the Situation Room making life or death decisions on behalf of the United States.,HillaryClinton
2016-09-25,False,Our veterans and their families deserve a president who doesnt disrespect and disparage their sacrifices.,HillaryClinton
2016-09-25,False,Gold Star families have made sacrifices most of us cant even fathom. They deserve our respect and our thanks.,HillaryClinton
2016-09-25,False,Not one living president has said they believe Donald Trump has what it takes to be CommanderinChief. http//hrc.io/2d1agpY,HillaryClinton
2016-09-25,False,"Our endorsement is rooted in respect for her intellect, experience, toughness and courage. @NYTimes on Hillary http//nyti.ms/2cVyJ2o",HillaryClinton
2016-09-24,False,"The new @NMAAHC is an overdue tribute to African American history. Lets build a more open, inclusive future by reflecting on our past. H",HillaryClinton
2016-09-24,False,"I thought, this womanI want to ride with her. Roxie, a Republican and small business owner, on meeting Hillary",HillaryClinton
2016-09-24,False,RT if you believe that #LoveTrumpsHateThen make sure youre registered to vote http//IWillVote.com,HillaryClinton
2016-09-23,False,"If the young women of this country have Donald Trump as their president, what will they think of themselves?",HillaryClinton
2016-09-23,False,"Republicans are once again turning their backs on the people of Flint who have waited far too long for help. Its wrong, unfair, and unjust.https//twitter.com/RepDanKildee/status/779293316139651072",HillaryClinton
2016-09-23,False,Charlotte should release police video of the Keith Lamont Scott shooting without delay. We must ensure justice  work to bridge divides. H,HillaryClinton
2016-09-23,False,"When Donald Trump speaks about women, our daughters can hear him.",HillaryClinton
2016-09-23,False,Is this the president we want for our daughters?,HillaryClinton
2016-09-22,False,"Hes 70 years old, and hes still a bully. Karen on @realDonaldTrump",HillaryClinton
2016-09-22,False,Our favorite moments from Hillarys appearance on Between Two Ferns  http//hrc.io/2cVhDPP,HillaryClinton
2016-09-22,False,I really regret doing this. Hillary on Between Two Ferns,HillaryClinton
2016-09-22,False,Very concerned about the outage in Puerto Rico and the millions of families who dont have power. Hoping its restored quickly. Hhttps//twitter.com/AP/status/778898162371137536,HillaryClinton
